expert_id,expert_slug,item_id,participant_id,task_id,stage,block,image_id,interpretability,spatial_specificity,temporal_action_specificity,executability,overall_precision,reconstructable
expert_02,louyongqi,I139,P023,T2_middle_C02,T2,middle,C02,7,6,7,6,6,1
expert_02,louyongqi,I140,P022,T1_middle_C01,T1,middle,C01,7,5,6,7,6,1
expert_02,louyongqi,I141,P021,T3_transfer_A03,T3,transfer,A03,7,7,2,7,6,1
expert_02,louyongqi,I142,P023,T2_middle_A04,T2,middle,A04,5,6,2,5,5,1
expert_02,louyongqi,I143,P021,T1_middle_E03,T1,middle,E03,7,5,7,7,7,1
expert_02,louyongqi,I144,P022,T1_early_E02,T1,early,E02,5,3,6,5,5,1
expert_02,louyongqi,I145,P022,T1_middle_A04,T1,middle,A04,7,6,7,7,7,1
expert_02,louyongqi,I146,P023,T1_early_D05,T1,early,D05,6,6,7,6,6,1
expert_02,louyongqi,I147,P022,T3_transfer_C04,T3,transfer,C04,7,7,6,7,7,1
expert_02,louyongqi,I148,P024,T2_middle_E04,T2,middle,E04,7,6,7,6,6,1
expert_02,louyongqi,I149,P023,T1_early_D06,T1,early,D06,6,6,6,6,6,1
expert_02,louyongqi,I150,P023,T3_transfer_E02,T3,transfer,E02,7,6,7,6,6,1
expert_03,lihejin,I001,P006,T1_early_C01,T1,early,C01,6,6,6,6,6,1
expert_03,lihejin,I002,P013,T3_transfer_D04,T3,transfer,D04,2,2,2,2,2,0
expert_03,lihejin,I003,P001,T2_middle_A04,T2,middle,A04,5,3,5,5,5,1
expert_03,lihejin,I004,P002,T1_early_C02,T1,early,C02,3,3,4,3,3,0
expert_03,lihejin,I005,P017,T1_early_A03,T1,early,A03,3,3,5,3,3,0
expert_03,lihejin,I006,P005,T1_middle_E03,T1,middle,E03,6,5,6,6,6,1
expert_03,lihejin,I007,P001,T1_early_E04,T1,early,E04,7,5,7,6,6,1
expert_03,lihejin,I008,P003,T1_early_D02,T1,early,D02,5,5,5,5,5,1
expert_03,lihejin,I009,P009,T1_early_C02,T1,early,C02,7,7,6,7,7,1
expert_03,lihejin,I010,P003,T3_transfer_E05,T3,transfer,E05,5,4,5,5,5,1
expert_03,lihejin,I011,P010,T3_transfer_D01,T3,transfer,D01,6,5,6,6,6,1
expert_03,lihejin,I012,P003,T1_early_E02,T1,early,E02,5,5,5,5,5,1
expert_03,lihejin,I013,P019,T2_middle_D05,T2,middle,D05,5,4,3,5,5,1
expert_03,lihejin,I014,P016,T3_transfer_C02,T3,transfer,C02,5,4,4,5,5,1
expert_03,lihejin,I015,P009,T3_transfer_E01,T3,transfer,E01,5,6,2,4,4,1
expert_03,lihejin,I016,P007,T3_transfer_E05,T3,transfer,E05,7,4,6,6,6,1
expert_03,lihejin,I017,P001,T2_middle_E05,T2,middle,E05,7,6,5,7,7,1
expert_03,lihejin,I018,P002,T3_transfer_E03,T3,transfer,E03,6,4,3,6,5,1
expert_03,lihejin,I019,P016,T3_transfer_D06,T3,transfer,D06,2,1,1,2,2,0
expert_03,lihejin,I020,P017,T1_early_E04,T1,early,E04,6,4,6,5,5,1
expert_03,lihejin,I021,P008,T3_transfer_C04,T3,transfer,C04,3,4,4,3,3,0
expert_03,lihejin,I022,P013,T2_middle_C03,T2,middle,C03,6,5,6,6,6,1
expert_03,lihejin,I023,P007,T1_early_D01,T1,early,D01,5,3,5,5,5,1
expert_03,lihejin,I024,P020,T2_middle_A05,T2,middle,A05,5,3,5,5,5,1
expert_03,lihejin,I025,P014,T1_early_C04,T1,early,C04,3,3,5,3,3,0
expert_03,lihejin,I026,P018,T2_middle_D03,T2,middle,D03,7,6,6,7,7,1
expert_03,lihejin,I027,P005,T1_early_D03,T1,early,D03,6,5,6,6,6,1
expert_03,lihejin,I028,P018,T1_early_C03,T1,early,C03,2,2,1,2,2,0
expert_03,lihejin,I029,P005,T3_transfer_C02,T3,transfer,C02,6,4,6,6,6,1
expert_03,lihejin,I030,P001,T3_transfer_C01,T3,transfer,C01,7,5,6,6,6,1
expert_03,lihejin,I031,P001,T3_transfer_D05,T3,transfer,D05,7,6,6,7,7,1
expert_03,lihejin,I032,P017,T3_transfer_C04,T3,transfer,C04,5,3,5,5,5,1
expert_03,lihejin,I033,P016,T1_early_D02,T1,early,D02,7,7,3,7,7,1
expert_03,lihejin,I034,P015,T1_early_E05,T1,early,E05,5,3,5,5,5,1
expert_03,lihejin,I035,P013,T1_early_A05,T1,early,A05,3,2,3,2,3,0
expert_03,lihejin,I036,P010,T2_middle_E01,T2,middle,E01,6,5,5,6,6,1
expert_03,lihejin,I037,P015,T3_transfer_C02,T3,transfer,C02,5,3,5,5,5,1
expert_03,lihejin,I038,P019,T3_transfer_C03,T3,transfer,C03,6,6,6,6,6,1
expert_03,lihejin,I039,P012,T3_transfer_A05,T3,transfer,A05,6,7,5,6,6,1
expert_03,lihejin,I040,P020,T1_early_D02,T1,early,D02,2,2,3,2,2,0
expert_03,lihejin,I041,P016,T2_middle_E03,T2,middle,E03,6,5,3,5,5,1
expert_03,lihejin,I042,P010,T1_early_E04,T1,early,E04,4,3,4,4,4,1
expert_03,lihejin,I043,P006,T3_transfer_D05,T3,transfer,D05,6,6,5,6,6,1
expert_03,lihejin,I044,P007,T1_early_D02,T1,early,D02,6,6,6,6,6,1
expert_03,lihejin,I045,P009,T3_transfer_D06,T3,transfer,D06,7,7,3,7,7,1
expert_03,lihejin,I046,P007,T1_middle_A04,T1,middle,A04,3,2,3,2,2,0
expert_03,lihejin,I047,P012,T1_early_D03,T1,early,D03,7,7,2,7,7,1
expert_03,lihejin,I048,P005,T1_early_E02,T1,early,E02,6,5,6,6,6,1
expert_03,lihejin,I049,P013,T3_transfer_E03,T3,transfer,E03,2,2,2,2,2,0
expert_03,lihejin,I050,P017,T3_transfer_D06,T3,transfer,D06,3,2,4,2,3,0
expert_03,lihejin,I051,P014,T3_transfer_E03,T3,transfer,E03,6,4,6,6,6,1
expert_03,lihejin,I052,P016,T2_middle_A04,T2,middle,A04,6,4,6,6,6,1
expert_03,lihejin,I053,P009,T2_middle_A05,T2,middle,A05,6,7,4,6,6,1
expert_03,lihejin,I054,P011,T3_transfer_A05,T3,transfer,A05,6,6,6,6,6,1
expert_03,lihejin,I055,P015,T1_middle_D05,T1,middle,D05,6,5,5,6,6,1
expert_03,lihejin,I056,P007,T1_middle_E01,T1,middle,E01,4,3,5,3,3,0
expert_03,lihejin,I057,P014,T2_middle_D06,T2,middle,D06,5,3,6,5,5,1
expert_03,lihejin,I058,P008,T1_early_D04,T1,early,D04,7,5,6,7,7,1
expert_03,lihejin,I059,P018,T1_early_A02,T1,early,A02,6,5,2,6,6,1
expert_03,lihejin,I060,P006,T1_early_C03,T1,early,C03,6,5,6,6,6,1
expert_03,lihejin,I061,P012,T1_middle_C04,T1,middle,C04,5,6,5,5,5,1
expert_03,lihejin,I062,P011,T1_early_E04,T1,early,E04,7,6,6,7,7,1
expert_03,lihejin,I063,P020,T3_transfer_C04,T3,transfer,C04,5,4,5,5,5,1
expert_03,lihejin,I064,P008,T1_early_E04,T1,early,E04,6,5,6,6,6,1
expert_03,lihejin,I065,P002,T1_middle_C04,T1,middle,C04,6,6,5,6,6,1
expert_03,lihejin,I066,P010,T3_transfer_A02,T3,transfer,A02,6,4,6,6,6,1
expert_03,lihejin,I067,P004,T1_early_E01,T1,early,E01,7,6,2,6,6,1
expert_03,lihejin,I068,P014,T3_transfer_E02,T3,transfer,E02,5,3,5,5,5,1
expert_03,lihejin,I069,P015,T1_early_C04,T1,early,C04,6,5,5,5,5,1
expert_03,lihejin,I070,P006,T1_middle_E01,T1,middle,E01,5,4,4,4,4,1
expert_03,lihejin,I071,P009,T1_early_D01,T1,early,D01,6,5,4,6,6,1
expert_03,lihejin,I072,P002,T1_early_E05,T1,early,E05,6,4,6,6,6,1
expert_03,lihejin,I073,P018,T3_transfer_C01,T3,transfer,C01,7,6,3,7,6,1
expert_03,lihejin,I074,P007,T3_transfer_A05,T3,transfer,A05,6,3,6,6,6,1
expert_03,lihejin,I075,P017,T2_middle_C03,T2,middle,C03,6,7,3,6,6,1
expert_03,lihejin,I076,P010,T2_middle_D06,T2,middle,D06,7,7,6,7,7,1
expert_03,lihejin,I077,P004,T2_middle_D02,T2,middle,D02,7,7,3,7,7,1
expert_03,lihejin,I078,P019,T1_early_D04,T1,early,D04,6,5,6,6,6,1
expert_03,lihejin,I079,P011,T3_transfer_D01,T3,transfer,D01,6,6,5,6,6,1
expert_03,lihejin,I080,P014,T1_early_C02,T1,early,C02,5,4,5,5,5,1
expert_03,lihejin,I081,P011,T1_early_C03,T1,early,C03,6,5,6,6,6,1
expert_03,lihejin,I082,P012,T3_transfer_E04,T3,transfer,E04,7,7,6,7,7,1
expert_03,lihejin,I083,P011,T2_middle_D02,T2,middle,D02,5,6,4,5,5,1
expert_03,lihejin,I084,P005,T1_middle_A01,T1,middle,A01,6,5,6,6,6,1
expert_03,lihejin,I085,P010,T1_early_C04,T1,early,C04,6,5,6,6,6,1
expert_03,lihejin,I086,P008,T1_middle_E02,T1,middle,E02,6,5,6,6,6,1
expert_03,lihejin,I087,P005,T3_transfer_A05,T3,transfer,A05,6,6,5,6,6,1
expert_03,lihejin,I088,P003,T2_middle_D01,T2,middle,D01,5,3,5,5,5,1
expert_03,lihejin,I089,P006,T3_transfer_D06,T3,transfer,D06,6,5,5,6,6,1
expert_03,lihejin,I090,P017,T2_middle_D03,T2,middle,D03,5,7,3,5,5,1
expert_03,lihejin,I091,P004,T1_early_C03,T1,early,C03,6,6,4,5,5,1
expert_03,lihejin,I092,P013,T2_middle_D05,T2,middle,D05,2,2,1,2,2,0
expert_03,lihejin,I093,P019,T1_early_A04,T1,early,A04,7,6,7,7,7,1
expert_03,lihejin,I094,P011,T2_middle_C04,T2,middle,C04,7,7,3,7,7,1
expert_03,lihejin,I095,P018,T3_transfer_E02,T3,transfer,E02,7,6,5,7,7,1
expert_03,lihejin,I096,P012,T1_early_C02,T1,early,C02,7,7,6,7,7,1
expert_03,lihejin,I097,P020,T1_early_D03,T1,early,D03,5,3,5,5,5,1
expert_03,lihejin,I098,P012,T1_middle_D01,T1,middle,D01,7,6,5,7,7,1
expert_03,lihejin,I099,P014,T2_middle_D03,T2,middle,D03,2,1,1,1,1,0
expert_03,lihejin,I100,P015,T3_transfer_D03,T3,transfer,D03,6,4,5,6,6,1
expert_03,lihejin,I101,P009,T2_middle_C04,T2,middle,C04,7,7,4,7,7,1
expert_03,lihejin,I102,P003,T3_transfer_C03,T3,transfer,C03,4,3,5,4,4,1
expert_03,lihejin,I103,P019,T2_middle_A02,T2,middle,A02,6,5,5,6,6,1
expert_03,lihejin,I104,P004,T3_transfer_A04,T3,transfer,A04,7,7,5,7,7,1
expert_03,lihejin,I105,P004,T3_transfer_A01,T3,transfer,A01,7,7,4,7,7,1
expert_03,lihejin,I106,P002,T3_transfer_A01,T3,transfer,A01,6,5,6,6,6,1
expert_03,lihejin,I107,P001,T1_early_D03,T1,early,D03,5,4,5,5,5,1
expert_03,lihejin,I108,P018,T2_middle_A05,T2,middle,A05,7,6,2,7,6,1
expert_03,lihejin,I109,P020,T2_middle_E01,T2,middle,E01,4,3,4,3,3,0
expert_03,lihejin,I110,P013,T1_early_C04,T1,early,C04,3,2,3,2,3,0
expert_03,lihejin,I111,P008,T1_middle_A05,T1,middle,A05,5,3,5,5,5,1
expert_03,lihejin,I112,P016,T1_early_C04,T1,early,C04,5,4,4,5,5,1
expert_03,lihejin,I113,P008,T3_transfer_C03,T3,transfer,C03,6,5,6,6,6,1
expert_03,lihejin,I114,P015,T1_middle_A01,T1,middle,A01,6,5,5,6,6,1
expert_03,lihejin,I115,P020,T3_transfer_E02,T3,transfer,E02,5,3,5,5,5,1
expert_03,lihejin,I116,P004,T2_middle_D05,T2,middle,D05,3,3,1,2,2,0
expert_03,lihejin,I117,P002,T1_middle_D04,T1,middle,D04,7,6,6,7,7,1
expert_03,lihejin,I118,P006,T1_middle_A02,T1,middle,A02,6,5,4,6,6,1
expert_03,lihejin,I119,P003,T2_middle_C01,T2,middle,C01,6,5,6,6,6,1
expert_03,lihejin,I120,P019,T3_transfer_C01,T3,transfer,C01,7,6,6,7,7,1
expert_03,lihejin,I121,P021,T1_early_A04,T1,early,A04,4,5,5,3,3,0
expert_03,lihejin,I122,P024,T1_early_C03,T1,early,C03,5,6,6,5,5,1
expert_03,lihejin,I123,P022,T1_early_D06,T1,early,D06,6,5,6,6,6,1
expert_03,lihejin,I124,P024,T3_transfer_A03,T3,transfer,A03,7,6,7,6,6,1
expert_03,lihejin,I125,P025,T3_transfer_A05,T3,transfer,A05,5,5,5,4,4,1
expert_03,lihejin,I126,P021,T3_transfer_D03,T3,transfer,D03,5,6,2,4,4,1
expert_03,lihejin,I127,P022,T3_transfer_A01,T3,transfer,A01,6,5,6,6,6,1
expert_03,lihejin,I128,P024,T2_middle_A05,T2,middle,A05,7,7,7,7,7,1
expert_03,lihejin,I129,P025,T1_middle_E05,T1,middle,E05,6,5,6,6,6,1
expert_03,lihejin,I130,P025,T3_transfer_D04,T3,transfer,D04,6,6,4,6,6,1
expert_03,lihejin,I131,P024,T1_early_D02,T1,early,D02,6,6,5,6,6,1
expert_03,lihejin,I132,P024,T3_transfer_D01,T3,transfer,D01,6,5,6,6,6,1
expert_03,lihejin,I133,P023,T3_transfer_C03,T3,transfer,C03,7,6,7,7,7,1
expert_03,lihejin,I134,P021,T1_middle_D04,T1,middle,D04,6,6,6,6,6,1
expert_03,lihejin,I135,P025,T1_early_C01,T1,early,C01,6,6,6,6,6,1
expert_03,lihejin,I136,P025,T1_early_E04,T1,early,E04,6,6,6,6,6,1
expert_03,lihejin,I137,P021,T1_early_C02,T1,early,C02,5,5,6,5,5,1
expert_03,lihejin,I138,P025,T1_middle_A03,T1,middle,A03,5,5,5,4,4,1
expert_03,lihejin,I139,P023,T2_middle_C02,T2,middle,C02,7,6,7,6,6,1
expert_03,lihejin,I140,P022,T1_middle_C01,T1,middle,C01,6,4,6,6,6,1
expert_03,lihejin,I141,P021,T3_transfer_A03,T3,transfer,A03,6,7,2,6,6,1
expert_03,lihejin,I142,P023,T2_middle_A04,T2,middle,A04,4,5,2,4,4,1
expert_03,lihejin,I143,P021,T1_middle_E03,T1,middle,E03,6,4,6,6,6,1
expert_03,lihejin,I144,P022,T1_early_E02,T1,early,E02,4,3,5,4,4,1
expert_03,lihejin,I145,P022,T1_middle_A04,T1,middle,A04,6,5,6,6,6,1
expert_03,lihejin,I146,P023,T1_early_D05,T1,early,D05,6,5,7,6,6,1
expert_03,lihejin,I147,P022,T3_transfer_C04,T3,transfer,C04,6,6,5,6,6,1
expert_03,lihejin,I148,P024,T2_middle_E04,T2,middle,E04,7,6,7,7,7,1
expert_03,lihejin,I149,P023,T1_early_D06,T1,early,D06,6,6,6,6,6,1
expert_03,lihejin,I150,P023,T3_transfer_E02,T3,transfer,E02,7,6,7,6,6,1
expert_04,liuzhejun,I001,P006,T1_early_C01,T1,early,C01,7,6,6,6,6,1
expert_04,liuzhejun,I002,P013,T3_transfer_D04,T3,transfer,D04,3,2,3,3,3,0
expert_04,liuzhejun,I003,P001,T2_middle_A04,T2,middle,A04,5,4,6,5,5,1
expert_04,liuzhejun,I004,P002,T1_early_C02,T1,early,C02,5,4,6,5,5,1
expert_04,liuzhejun,I005,P017,T1_early_A03,T1,early,A03,5,3,6,4,4,1
expert_04,liuzhejun,I006,P005,T1_middle_E03,T1,middle,E03,6,5,7,6,6,1
expert_04,liuzhejun,I007,P001,T1_early_E04,T1,early,E04,7,6,7,7,7,1
expert_04,liuzhejun,I008,P003,T1_early_D02,T1,early,D02,6,5,6,5,5,1
expert_04,liuzhejun,I009,P009,T1_early_C02,T1,early,C02,7,7,7,7,7,1
expert_04,liuzhejun,I010,P003,T3_transfer_E05,T3,transfer,E05,5,4,5,5,5,1
expert_04,liuzhejun,I011,P010,T3_transfer_D01,T3,transfer,D01,7,6,7,7,7,1
expert_04,liuzhejun,I012,P003,T1_early_E02,T1,early,E02,6,6,6,6,6,1
expert_04,liuzhejun,I013,P019,T2_middle_D05,T2,middle,D05,5,4,3,4,4,1
expert_04,liuzhejun,I014,P016,T3_transfer_C02,T3,transfer,C02,6,5,5,5,5,1
expert_04,liuzhejun,I015,P009,T3_transfer_E01,T3,transfer,E01,6,6,3,5,5,1
expert_04,liuzhejun,I016,P007,T3_transfer_E05,T3,transfer,E05,7,5,7,7,7,1
expert_04,liuzhejun,I017,P001,T2_middle_E05,T2,middle,E05,7,6,6,7,7,1
expert_04,liuzhejun,I018,P002,T3_transfer_E03,T3,transfer,E03,6,5,3,6,5,1
expert_04,liuzhejun,I019,P016,T3_transfer_D06,T3,transfer,D06,2,2,1,2,2,0
expert_04,liuzhejun,I020,P017,T1_early_E04,T1,early,E04,6,5,7,6,6,1
expert_04,liuzhejun,I021,P008,T3_transfer_C04,T3,transfer,C04,5,5,6,5,5,1
expert_04,liuzhejun,I022,P013,T2_middle_C03,T2,middle,C03,7,6,6,7,7,1
expert_04,liuzhejun,I023,P007,T1_early_D01,T1,early,D01,5,4,6,5,5,1
expert_04,liuzhejun,I024,P020,T2_middle_A05,T2,middle,A05,5,3,6,5,5,1
expert_04,liuzhejun,I025,P014,T1_early_C04,T1,early,C04,5,3,6,4,4,0
expert_04,liuzhejun,I026,P018,T2_middle_D03,T2,middle,D03,7,7,6,7,7,1
expert_04,liuzhejun,I027,P005,T1_early_D03,T1,early,D03,6,6,6,6,6,1
expert_04,liuzhejun,I028,P018,T1_early_C03,T1,early,C03,2,3,1,2,2,0
expert_04,liuzhejun,I029,P005,T3_transfer_C02,T3,transfer,C02,6,5,6,6,6,1
expert_04,liuzhejun,I030,P001,T3_transfer_C01,T3,transfer,C01,7,5,7,7,7,1
expert_04,liuzhejun,I031,P001,T3_transfer_D05,T3,transfer,D05,7,7,6,7,7,1
expert_04,liuzhejun,I032,P017,T3_transfer_C04,T3,transfer,C04,5,3,5,5,5,1
expert_04,liuzhejun,I033,P016,T1_early_D02,T1,early,D02,7,7,3,7,7,1
expert_04,liuzhejun,I034,P015,T1_early_E05,T1,early,E05,5,4,5,5,5,1
expert_04,liuzhejun,I035,P013,T1_early_A05,T1,early,A05,3,2,4,3,3,0
expert_04,liuzhejun,I036,P010,T2_middle_E01,T2,middle,E01,6,6,6,6,6,1
expert_04,liuzhejun,I037,P015,T3_transfer_C02,T3,transfer,C02,6,4,6,5,5,1
expert_04,liuzhejun,I038,P019,T3_transfer_C03,T3,transfer,C03,7,6,7,7,7,1
expert_04,liuzhejun,I039,P012,T3_transfer_A05,T3,transfer,A05,7,7,6,7,7,1
expert_04,liuzhejun,I040,P020,T1_early_D02,T1,early,D02,2,1,3,2,2,0
expert_04,liuzhejun,I041,P016,T2_middle_E03,T2,middle,E03,5,6,2,5,5,1
expert_04,liuzhejun,I042,P010,T1_early_E04,T1,early,E04,4,3,4,4,3,0
expert_04,liuzhejun,I043,P006,T3_transfer_D05,T3,transfer,D05,7,6,6,7,7,1
expert_04,liuzhejun,I044,P007,T1_early_D02,T1,early,D02,6,6,7,6,6,1
expert_04,liuzhejun,I045,P009,T3_transfer_D06,T3,transfer,D06,7,7,4,7,7,1
expert_04,liuzhejun,I046,P007,T1_middle_A04,T1,middle,A04,3,2,4,3,3,0
expert_04,liuzhejun,I047,P012,T1_early_D03,T1,early,D03,7,7,3,7,7,1
expert_04,liuzhejun,I048,P005,T1_early_E02,T1,early,E02,6,6,6,6,6,1
expert_04,liuzhejun,I049,P013,T3_transfer_E03,T3,transfer,E03,2,2,2,2,2,0
expert_04,liuzhejun,I050,P017,T3_transfer_D06,T3,transfer,D06,3,2,4,3,3,0
expert_04,liuzhejun,I051,P014,T3_transfer_E03,T3,transfer,E03,6,5,6,6,6,1
expert_04,liuzhejun,I052,P016,T2_middle_A04,T2,middle,A04,6,5,6,6,6,1
expert_04,liuzhejun,I053,P009,T2_middle_A05,T2,middle,A05,6,7,5,6,6,1
expert_04,liuzhejun,I054,P011,T3_transfer_A05,T3,transfer,A05,6,6,6,6,6,1
expert_04,liuzhejun,I055,P015,T1_middle_D05,T1,middle,D05,6,5,6,6,6,1
expert_04,liuzhejun,I056,P007,T1_middle_E01,T1,middle,E01,4,3,5,4,4,0
expert_04,liuzhejun,I057,P014,T2_middle_D06,T2,middle,D06,6,4,6,5,5,1
expert_04,liuzhejun,I058,P008,T1_early_D04,T1,early,D04,7,6,7,7,7,1
expert_04,liuzhejun,I059,P018,T1_early_A02,T1,early,A02,7,5,4,6,6,1
expert_04,liuzhejun,I060,P006,T1_early_C03,T1,early,C03,6,5,7,6,6,1
expert_04,liuzhejun,I061,P012,T1_middle_C04,T1,middle,C04,6,7,5,6,6,1
expert_04,liuzhejun,I062,P011,T1_early_E04,T1,early,E04,7,7,7,7,7,1
expert_04,liuzhejun,I063,P020,T3_transfer_C04,T3,transfer,C04,5,4,5,5,5,1
expert_04,liuzhejun,I064,P008,T1_early_E04,T1,early,E04,7,6,7,7,7,1
expert_04,liuzhejun,I065,P002,T1_middle_C04,T1,middle,C04,7,6,6,7,6,1
expert_04,liuzhejun,I066,P010,T3_transfer_A02,T3,transfer,A02,6,5,6,6,6,1
expert_04,liuzhejun,I067,P004,T1_early_E01,T1,early,E01,7,7,2,7,7,1
expert_04,liuzhejun,I068,P014,T3_transfer_E02,T3,transfer,E02,5,4,6,5,5,1
expert_04,liuzhejun,I069,P015,T1_early_C04,T1,early,C04,6,5,6,5,6,1
expert_04,liuzhejun,I070,P006,T1_middle_E01,T1,middle,E01,5,5,5,5,5,1
expert_04,liuzhejun,I071,P009,T1_early_D01,T1,early,D01,6,5,4,6,6,1
expert_04,liuzhejun,I072,P002,T1_early_E05,T1,early,E05,7,5,7,7,7,1
expert_04,liuzhejun,I073,P018,T3_transfer_C01,T3,transfer,C01,7,6,3,7,6,1
expert_04,liuzhejun,I074,P007,T3_transfer_A05,T3,transfer,A05,6,4,7,6,6,1
expert_04,liuzhejun,I075,P017,T2_middle_C03,T2,middle,C03,7,7,5,7,7,1
expert_04,liuzhejun,I076,P010,T2_middle_D06,T2,middle,D06,7,7,7,7,7,1
expert_04,liuzhejun,I077,P004,T2_middle_D02,T2,middle,D02,7,7,3,7,7,1
expert_04,liuzhejun,I078,P019,T1_early_D04,T1,early,D04,6,5,6,6,6,1
expert_04,liuzhejun,I079,P011,T3_transfer_D01,T3,transfer,D01,7,7,6,7,7,1
expert_04,liuzhejun,I080,P014,T1_early_C02,T1,early,C02,6,5,6,6,5,1
expert_04,liuzhejun,I081,P011,T1_early_C03,T1,early,C03,7,5,7,7,7,1
expert_04,liuzhejun,I082,P012,T3_transfer_E04,T3,transfer,E04,7,7,6,7,7,1
expert_04,liuzhejun,I083,P011,T2_middle_D02,T2,middle,D02,6,7,4,6,6,1
expert_04,liuzhejun,I084,P005,T1_middle_A01,T1,middle,A01,6,6,6,6,6,1
expert_04,liuzhejun,I085,P010,T1_early_C04,T1,early,C04,7,6,7,6,7,1
expert_04,liuzhejun,I086,P008,T1_middle_E02,T1,middle,E02,6,5,6,6,6,1
expert_04,liuzhejun,I087,P005,T3_transfer_A05,T3,transfer,A05,6,6,6,6,6,1
expert_04,liuzhejun,I088,P003,T2_middle_D01,T2,middle,D01,5,4,6,5,5,1
expert_04,liuzhejun,I089,P006,T3_transfer_D06,T3,transfer,D06,7,6,6,7,7,1
expert_04,liuzhejun,I090,P017,T2_middle_D03,T2,middle,D03,6,7,4,6,6,1
expert_04,liuzhejun,I091,P004,T1_early_C03,T1,early,C03,6,6,3,6,6,1
expert_04,liuzhejun,I092,P013,T2_middle_D05,T2,middle,D05,2,2,1,2,2,0
expert_04,liuzhejun,I093,P019,T1_early_A04,T1,early,A04,7,7,7,7,7,1
expert_04,liuzhejun,I094,P011,T2_middle_C04,T2,middle,C04,7,7,4,7,7,1
expert_04,liuzhejun,I095,P018,T3_transfer_E02,T3,transfer,E02,7,6,6,7,7,1
expert_04,liuzhejun,I096,P012,T1_early_C02,T1,early,C02,7,7,7,7,7,1
expert_04,liuzhejun,I097,P020,T1_early_D03,T1,early,D03,5,4,5,5,5,1
expert_04,liuzhejun,I098,P012,T1_middle_D01,T1,middle,D01,7,7,6,7,7,1
expert_04,liuzhejun,I099,P014,T2_middle_D03,T2,middle,D03,2,1,1,2,2,0
expert_04,liuzhejun,I100,P015,T3_transfer_D03,T3,transfer,D03,6,4,6,6,6,1
expert_04,liuzhejun,I101,P009,T2_middle_C04,T2,middle,C04,6,7,4,6,6,1
expert_04,liuzhejun,I102,P003,T3_transfer_C03,T3,transfer,C03,4,3,5,4,4,0
expert_04,liuzhejun,I103,P019,T2_middle_A02,T2,middle,A02,6,5,6,6,6,1
expert_04,liuzhejun,I104,P004,T3_transfer_A04,T3,transfer,A04,7,7,6,7,7,1
expert_04,liuzhejun,I105,P004,T3_transfer_A01,T3,transfer,A01,7,7,5,7,7,1
expert_04,liuzhejun,I106,P002,T3_transfer_A01,T3,transfer,A01,6,5,6,6,6,1
expert_04,liuzhejun,I107,P001,T1_early_D03,T1,early,D03,6,5,6,6,6,1
expert_04,liuzhejun,I108,P018,T2_middle_A05,T2,middle,A05,7,6,3,7,6,1
expert_04,liuzhejun,I109,P020,T2_middle_E01,T2,middle,E01,3,3,3,3,3,0
expert_04,liuzhejun,I110,P013,T1_early_C04,T1,early,C04,3,2,4,3,3,0
expert_04,liuzhejun,I111,P008,T1_middle_A05,T1,middle,A05,5,4,6,5,5,1
expert_04,liuzhejun,I112,P016,T1_early_C04,T1,early,C04,5,4,5,5,5,1
expert_04,liuzhejun,I113,P008,T3_transfer_C03,T3,transfer,C03,6,6,6,6,6,1
expert_04,liuzhejun,I114,P015,T1_middle_A01,T1,middle,A01,6,6,6,6,6,1
expert_04,liuzhejun,I115,P020,T3_transfer_E02,T3,transfer,E02,4,3,5,4,4,0
expert_04,liuzhejun,I116,P004,T2_middle_D05,T2,middle,D05,3,3,1,3,3,0
expert_04,liuzhejun,I117,P002,T1_middle_D04,T1,middle,D04,7,6,6,7,7,1
expert_04,liuzhejun,I118,P006,T1_middle_A02,T1,middle,A02,6,6,5,6,6,1
expert_04,liuzhejun,I119,P003,T2_middle_C01,T2,middle,C01,6,5,6,6,6,1
expert_04,liuzhejun,I120,P019,T3_transfer_C01,T3,transfer,C01,7,6,6,7,7,1
expert_04,liuzhejun,I121,P021,T1_early_A04,T1,early,A04,4,4,6,4,4,1
expert_04,liuzhejun,I122,P024,T1_early_C03,T1,early,C03,6,6,6,6,6,1
expert_04,liuzhejun,I123,P022,T1_early_D06,T1,early,D06,7,5,7,7,7,1
expert_04,liuzhejun,I124,P024,T3_transfer_A03,T3,transfer,A03,7,7,7,7,7,1
expert_04,liuzhejun,I125,P025,T3_transfer_A05,T3,transfer,A05,6,6,6,6,6,1
expert_04,liuzhejun,I126,P021,T3_transfer_D03,T3,transfer,D03,6,7,3,6,5,1
expert_04,liuzhejun,I127,P022,T3_transfer_A01,T3,transfer,A01,7,6,6,7,7,1
expert_04,liuzhejun,I128,P024,T2_middle_A05,T2,middle,A05,7,7,7,7,7,1
expert_04,liuzhejun,I129,P025,T1_middle_E05,T1,middle,E05,7,6,7,7,7,1
expert_04,liuzhejun,I130,P025,T3_transfer_D04,T3,transfer,D04,7,7,4,7,7,1
expert_04,liuzhejun,I131,P024,T1_early_D02,T1,early,D02,7,7,6,7,7,1
expert_04,liuzhejun,I132,P024,T3_transfer_D01,T3,transfer,D01,6,5,6,6,6,1
expert_04,liuzhejun,I133,P023,T3_transfer_C03,T3,transfer,C03,7,6,7,7,7,1
expert_04,liuzhejun,I134,P021,T1_middle_D04,T1,middle,D04,7,7,7,6,6,1
